3.4105e+06,6696
3.23998e+06,6731
3.07798e+06,6912
2.92408e+06,6966
2.77787e+06,6944
2.63898e+06,6932
2.50703e+06,6950
2.38168e+06,6963
2.2626e+06,6873
2.14947e+06,6878
2.04199e+06,6838
1.93989e+06,6843
1.8429e+06,6736
1.75075e+06,6959
1.66322e+06,6913
1.58005e+06,6884
1.50105e+06,6748
1.426e+06,7028
1.3547e+06,6902
1.28696e+06,6754
1.22262e+06,7023
1.16149e+06,7026
1.10341e+06,6936
1.04824e+06,6708
995829,6758
946037,6903
898735,6867
853799,6803
811109,7004
770553,6828
732026,7065
695424,6825
660653,6956
627620,6922
596239,6852
566427,6801
538106,6762
511201,7091
485641,6908
461359,6904
438291,6790
416376,6997
395557,6832
375779,6812
356991,7154
339141,6929
322184,7007
306075,6981
290771,6765
276232,7073
262421,6942
249300,6960
236835,7061
224993,6944
213743,6581
203056,6723
192903,6825
183258,6957
174095,6820
165391,6768
157121,6829
149265,6967
141802,6716
134712,7101
127976,6822
121577,7102
115498,6989
109723,6819
104237,6924
99025.4,6939
94074.2,6950
89370.5,6863
84901.9,6773
80656.8,6934
76624,6870
72792.8,6941
69153.2,6861
65695.5,6896
62410.7,6843
59290.2,7070
56325.7,7109
53509.4,6943
50833.9,6681
48292.2,7019
45877.6,6785
43583.7,6902
41404.6,6853
39334.3,6962
37367.6,6976
35499.2,6841
33724.3,6746
32038.1,6845
30436.2,6943
28914.3,6957
27468.6,6852
26095.2,6875
24790.4,6663
23550.9,6982
22373.4,6861
21254.7,7046
20192,7071
19182.4,6816
18223.2,7052
17312.1,6756
16446.5,6697
15624.2,7011
14842.9,6976
14100.8,6825
13395.8,7034
12726,7022
12089.7,6878
11485.2,6936
10910.9,6874
10365.4,6771
9847.12,6878
9354.76,6663
8887.02,6975
8442.67,6910
8020.54,6931
7619.51,6758
7238.54,7043
6876.61,6726
6532.78,6760
6206.14,6761
5895.83,7002
5601.04,7022
5320.99,6783
5054.94,6857
4802.19,6975
4562.08,6750
4333.98,6998
4117.28,6945
3911.42,7059
3715.84,6971
3530.05,7123
3353.55,7111
3185.87,6977
3026.58,6872
2875.25,6893
2731.49,6757
2594.91,6910
2465.17,7146
2341.91,6920
2224.81,6870
2113.57,6876
2007.89,6889
1907.5,7003
1812.12,7040
1721.52,6966
1635.44,6856
1553.67,6744
1475.99,6844
1402.19,6924
1332.08,6920
1265.47,7037
1202.2,6800
1142.09,6813
1084.99,6895
1030.74,7154
979.2,6641
930.24,6948
883.728,7056
839.541,6978
797.564,7024
757.686,6921
719.802,7139
683.812,6899
649.621,6867
617.14,6965
586.283,6922
556.969,6906
529.12,6871
502.664,7105
477.531,6850
453.655,6760
430.972,7070
409.423,6848
388.952,7016
369.505,6889
351.029,6823
333.478,6936
316.804,6896
300.964,6856
285.916,6914
271.62,6783
258.039,6840
245.137,6715
232.88,7032
221.236,6843
210.174,6771
199.666,6783
189.682,6852
180.198,6978
171.188,6709
162.629,6708
154.497,6793
146.772,6784
139.434,6713
132.462,6643
125.839,6810
119.547,6838
113.57,6522
107.891,6695
102.497,6782
97.3719,6686
92.5033,6886
87.8781,6705
83.4842,6683
79.31,6970
75.3445,6843
71.5773,7017
67.9984,6652
64.5985,6505
61.3686,6534
58.3001,6809
55.3851,6722
52.6159,6500
49.9851,6756
47.4858,6680
45.1115,6513
42.856,6594
40.7132,6705
38.6775,6650
36.7436,6671
34.9064,6496
