1.803e+06,3827
1.71285e+06,3507
1.62721e+06,3657
1.54585e+06,3599
1.46855e+06,3711
1.39513e+06,3530
1.32537e+06,3625
1.2591e+06,3707
1.19615e+06,3815
1.13634e+06,3772
1.07952e+06,3757
1.02555e+06,3668
974269,3631
925556,3547
879278,3548
835314,3550
793548,3627
753871,3784
716177,3667
680369,3638
646350,3732
614033,3475
583331,3562
554164,3680
526456,3490
500133,3689
475127,3629
451370,3694
428802,3505
407362,3537
386994,3402
367644,3544
349262,3588
331799,3743
315209,3488
299448,3590
284476,3515
270252,3635
256740,3558
243903,3546
231707,3583
220122,3750
209116,3620
198660,3467
188727,3509
179291,3384
170326,3557
161810,3658
153719,3752
146033,3533
138732,3478
131795,3653
125205,3840
118945,3587
112998,3610
107348,3467
101981,3667
96881.6,3597
92037.5,3560
87435.6,3638
83063.8,3654
78910.7,3649
74965.1,3658
71216.9,3635
67656,3550
64273.2,3666
61059.6,3668
58006.6,3621
55106.3,3547
52350.9,3468
49733.4,3531
47246.7,3580
44884.4,3440
42640.2,3668
40508.2,3837
38482.8,3540
36558.6,3482
34730.7,3683
32994.1,3610
31344.4,3647
29777.2,3575
28288.4,3417
26873.9,3782
25530.2,3577
24253.7,3524
23041,3802
21889,3511
20794.5,3645
19754.8,3697
18767.1,3675
17828.7,3655
16937.3,3397
16090.4,3652
15285.9,3473
14521.6,3466
13795.5,3446
13105.7,3623
12450.5,3550
11827.9,3544
11236.5,3532
10674.7,3735
10141,3829
9633.93,3644
9152.23,3810
8694.62,3584
8259.89,3818
7846.9,3586
7454.55,3718
7081.82,3682
6727.73,3520
6391.35,3684
6071.78,3593
5768.19,3450
5479.78,3565
5205.79,3675
4945.5,3783
4698.23,3763
4463.32,3628
4240.15,3655
4028.14,3624
3826.73,3719
3635.4,3598
3453.63,3648
3280.95,3625
3116.9,3580
2961.05,3588
2813,3721
2672.35,3693
2538.73,3548
2411.8,3425
2291.21,3578
2176.65,3615
2067.81,3520
1964.42,3599
1866.2,3827
1772.89,3655
1684.25,3594
1600.04,3527
1520.03,3710
1444.03,3546
1371.83,3693
1303.24,3781
1238.08,3774
1176.17,3797
1117.36,3536
1061.5,3636
1008.42,3549
958,3639
910.1,3486
864.595,3727
821.366,3533
780.297,3713
741.282,3846
704.218,3576
669.007,3518
635.557,3566
603.779,3709
573.59,3678
544.911,3488
517.665,3497
491.782,3640
467.193,3433
443.833,3550
421.642,3647
400.559,3557
380.531,3591
361.505,3464
343.43,3627
326.258,3638
309.945,3426
294.448,3441
279.726,3628
265.739,3458
252.452,3611
239.83,3475
227.838,3643
216.446,3743
205.624,3485
195.343,3555
185.576,3417
176.297,3532
167.482,3506
159.108,3633
151.153,3467
143.595,3522
136.415,3584
129.594,3398
123.115,3763
116.959,3571
111.111,3411
105.555,3548
100.278,3490
95.2638,3529
90.5006,3504
85.9756,3381
81.6768,3434
77.593,3566
73.7133,3412
70.0277,3474
66.5263,3364
63.2,3448
60.04,3243
57.038,3383
54.1861,3667
51.4768,3322
48.9029,3567
46.4578,3481
44.1349,3615
41.9281,3292
39.8317,3487
37.8401,3341
35.9481,3236
34.1507,3349
32.4432,3289
30.821,3363
29.28,3182
27.816,3390
26.4252,3187
25.1039,3402
23.8487,3359
22.6563,3212
21.5235,3188
20.4473,3262
19.4249,3209
18.4537,3158
17.531,3189
16.6545,2936
15.8217,2949
15.0306,3030
14.2791,2977
13.5652,2912
12.8869,2823
12.2426,2821
11.6304,2839
11.0489,2781
10.4965,2862
9.97164,2750
9.47306,2780
8.9994,2648
8.54943,2675
8.12196,2570
7.71586,2430
7.33007,2582
6.96357,2415
6.61539,2432
6.28462,2397
5.97039,2415
5.67187,2240
5.38828,2110
5.11886,2132
4.86292,2162
4.61977,2014
4.38878,2162
4.16935,2084
3.96088,1944
3.76283,1896
3.57469,1878
3.39596,1950
3.22616,1855
3.06485,1816
2.91161,1773
2.76603,1702
2.62773,1760
2.49634,1740
2.37152,1639
2.25295,1635
2.1403,1660
2.03329,1551
1.93162,1481
1.83504,1506
1.74329,1452
1.65612,1450
1.57332,1420
1.49465,1454
1.41992,1421
1.34892,1354
1.28148,1346
1.2174,1271
1.15653,1299
1.09871,1258
1.04377,1245
0.991582,1285
0.942003,1256
0.894903,1215
0.850158,1217
0.80765,1213
0.767268,1186
0.728904,1141
0.692459,1164
0.657836,1133
0.624944,1127
0.593697,1102
0.564012,1111
0.535812,1106
0.509021,1108
0.48357,1093
0.459391,1087
0.436422,1091
0.414601,1068
0.393871,1049
0.374177,1079
0.355468,1069
0.337695,1103
0.32081,1072
0.30477,1044
