2.23395e+07,46226
2.12225e+07,46768
2.01614e+07,45380
1.91533e+07,45674
1.81957e+07,46036
1.72859e+07,45824
1.64216e+07,46819
1.56005e+07,45710
1.48205e+07,44771
1.40795e+07,45538
1.33755e+07,45187
1.27067e+07,44707
1.20714e+07,46390
1.14678e+07,45355
1.08944e+07,45911
1.03497e+07,45757
9.83221e+06,46431
9.3406e+06,45749
8.87357e+06,44328
8.42989e+06,46071
8.0084e+06,45503
7.60798e+06,46155
7.22758e+06,46434
6.8662e+06,45314
6.52289e+06,46107
6.19674e+06,45905
5.88691e+06,45582
5.59256e+06,44998
5.31293e+06,45541
5.04729e+06,46951
4.79492e+06,46129
4.55518e+06,44774
4.32742e+06,45789
4.11105e+06,46185
3.90549e+06,45138
3.71022e+06,45706
3.52471e+06,46230
3.34847e+06,46257
3.18105e+06,44574
3.022e+06,44762
2.8709e+06,44743
2.72735e+06,46065
2.59098e+06,46471
2.46144e+06,47441
2.33836e+06,45944
2.22145e+06,45054
2.11037e+06,45742
2.00485e+06,46110
1.90461e+06,46006
1.80938e+06,46010
1.71891e+06,45327
1.63297e+06,44950
1.55132e+06,46237
1.47375e+06,44897
1.40006e+06,45884
1.33006e+06,45989
1.26356e+06,44887
1.20038e+06,46475
1.14036e+06,46175
1.08334e+06,46213
1.02918e+06,45150
977717,44898
928832,45343
882390,45431
838271,45239
796357,45553
756539,46102
718712,44562
682777,44625
648638,44661
616206,45519
585396,45946
556126,44879
528319,45325
501904,45285
476808,45504
452968,45966
430320,45021
408804,44963
388363,46011
368945,45923
350498,45539
332973,45506
316324,45715
300508,46416
285483,45473
271209,46190
257648,45412
244766,44935
232527,46581
220901,44824
209856,44380
199363,45554
189395,45275
179925,45325
170929,46615
162383,46226
154263,46264
146550,46292
139223,45882
132262,44977
125649,45082
119366,45193
113398,46017
107728,46756
102342,45294
97224.5,45395
92363.3,46010
87745.1,44719
83357.8,45282
79189.9,46472
75230.4,44501
71468.9,46232
67895.5,46414
64500.7,45403
61275.7,45269
58211.9,45849
55301.3,44685
52536.2,45080
49909.4,45495
47413.9,45428
45043.2,46040
42791.1,45812
40651.5,46731
38619,45850
36688,44385
34853.6,44663
33110.9,45564
31455.4,46464
29882.6,46204
28388.5,46455
26969.1,46788
25620.6,46201
24339.6,45471
23122.6,45710
21966.5,45090
20868.1,45593
19824.7,45082
18833.5,45867
17891.8,46463
16997.2,45817
16147.4,45082
15340,46003
14573,45304
13844.4,45175
13152.1,46098
12494.5,45911
11869.8,44889
11276.3,45501
10712.5,45291
10176.9,44792
9668.03,45580
9184.63,47424
8725.39,45279
8289.12,44875
7874.67,45621
7480.93,46244
7106.89,46061
6751.54,44476
6413.97,45611
6093.27,45084
5788.6,45102
5499.17,44923
5224.22,46029
4963.01,46086
4714.85,45369
4479.11,45350
4255.16,45831
4042.4,45463
3840.28,45853
3648.26,46789
3465.85,46446
3292.56,45464
3127.93,47011
2971.53,45910
2822.96,46804
2681.81,45924
2547.72,45005
2420.33,46153
2299.32,45312
2184.35,44491
2075.13,46225
1971.38,45146
1872.81,44588
1779.17,46456
1690.21,45061
1605.7,44717
1525.41,46231
1449.14,45935
1376.69,45187
1307.85,45148
1242.46,45478
1180.34,44557
1121.32,45014
1065.25,46065
1011.99,45336
961.391,45244
913.322,44928
867.655,45942
824.273,44369
783.059,45819
743.906,45490
706.711,45801
671.375,46797
637.806,45448
605.916,45482
575.62,44191
546.839,44902
519.497,45816
493.522,44645
468.846,45314
445.404,43677
423.134,44572
401.977,44331
381.878,45618
362.784,45173
344.645,43927
327.413,44490
311.042,45042
295.49,44491
280.716,45626
266.68,44851
253.346,43773
240.679,44647
228.645,43945
217.212,43792
206.352,44713
196.034,43958
186.232,42673
176.921,42858
168.075,42840
159.671,44071
151.688,43366
144.103,42122
136.898,43273
130.053,43738
123.55,41003
117.373,42185
111.504,42250
105.929,41159
100.633,42175
95.601,40798
90.8209,40823
86.2799,41395
81.9659,40413
77.8676,39875
73.9742,40313
70.2755,39999
66.7617,41068
63.4236,39425
60.2525,39158
57.2398,39606
54.3778,37823
51.659,38844
49.076,39080
46.6222,38841
44.2911,37162
42.0765,37052
39.9727,36991
37.9741,36460
36.0754,36309
34.2716,35547
32.558,35125
30.9301,34912
29.3836,34075
27.9144,32942
26.5187,31095
25.1928,31993
23.9331,31331
22.7365,30714
21.5997,30400
20.5197,29893
19.4937,30140
18.519,28599
17.5931,28392
16.7134,27937
15.8777,26691
15.0838,26345
14.3297,25445
13.6132,24980
12.9325,24159
12.2859,23541
11.6716,22949
11.088,22201
10.5336,22037
10.0069,21341
9.50659,21365
9.03126,20242
8.57969,20067
8.15071,19286
7.74317,18877
7.35601,18344
6.98821,17720
6.6388,17099
6.30686,16775
5.99152,16290
5.69194,16119
5.40735,15548
5.13698,15330
4.88013,14883
4.63612,14434
4.40432,14033
4.1841,13698
3.9749,13238
3.77615,12938
3.58734,12639
3.40798,12369
3.23758,12172
3.0757,11942
2.92191,11627
2.77582,11652
2.63703,11249
2.50518,11047
2.37992,10848
2.26092,10719
2.14788,10576
2.04048,10432
1.93846,10284
1.84153,10319
1.74946,10180
1.66199,9811
1.57889,9663
1.49994,9546
1.42494,9603
1.3537,9370
1.28601,9295
1.22171,9303
1.16063,9109
1.10259,9020
1.04747,9151
0.995092,9001
0.945337,8833
0.89807,8855
0.853167,8679
0.810509,8597
0.769983,8505
0.731484,8458
0.69491,8551
0.660164,8325
0.627156,8256
0.595798,8287
0.566008,8157
0.537708,8112
0.510823,8155
0.485281,8086
0.461017,8166
0.437966,7940
0.416068,7895
0.395265,7837
0.375502,7816
0.356726,7871
0.33889,7744
0.321946,7910
0.305848,7786
0.290556,7633
0.276028,7633
0.262227,7784
0.249115,7802
0.23666,7664
0.224827,7498
0.213585,7477
0.202906,7450
0.192761,7462
0.183123,7519
0.173967,7373
0.165268,7321
0.157005,7350
0.149155,7523
0.141697,7265
0.134612,7265
0.127881,7330
0.121487,7218
0.115413,7201
0.109642,7326
0.10416,7115
0.0989522,7094
0.0940046,7225
0.0893044,7199
0.0848391,7028
0.0805972,7140
0.0765673,6991
0.072739,7018
0.069102,6969
0.0656469,7016
0.0623646,6930
0.0592463,7037
0.056284,6906
0.0534698,6950
0.0507963,6880
0.0482565,6900
0.0458437,7016
0.0435515,6913
0.0413739,6841
0.0393052,6874
0.03734,6811
0.035473,6798
0.0336993,6849
0.0320144,6839
0.0304136,6758
0.028893,6749
0.0274483,6744
0.0260759,6722
0.0247721,6712
0.0235335,6700
0.0223568,6792
0.021239,6666
0.020177,6776
0.0191682,6696
0.0182098,6699
0.0172993,6638
0.0164343,6657
0.0156126,6748
0.014832,6585
0.0140904,6622
0.0133859,6550
0.0127166,6544
0.0120807,6524
0.0114767,6507
0.0109029,6488
0.0103577,6477
